,file_name,folder_with_images,yid,url,title,description,caption
/Users/vasil.storchak/Dropbox/Projects/first_task_saasjet/DATASET_computer science/100+ Computer Science Concepts Explained.mp4,/Users/vasil.storchak/Dropbox/Projects/first_task_saasjet/DATASET_computer science/IMAGES_100+ Computer Science Concepts Explained,-uleG_Vecis,https://www.youtube.com/watch?v=-uleG_Vecis&pp=ygUQY29tcHV0ZXIgc2NpZW5jZQ%3D%3D,100+ Computer Science Concepts Explained,Template description,/Users/vasil.storchak/Dropbox/Projects/first_task_saasjet/DATASET_computer science/CAPTION_100+ Computer Science Concepts Explained.txt
/Users/vasil.storchak/Dropbox/Projects/first_task_saasjet/DATASET_computer science/Representing Numbers and Letters with Binary Crash Course Computer Science 4.mp4,/Users/vasil.storchak/Dropbox/Projects/first_task_saasjet/DATASET_computer science/IMAGES_Representing Numbers and Letters with Binary Crash Course Computer Science 4,1GSjbWt0c9M,https://www.youtube.com/watch?v=1GSjbWt0c9M&pp=ygUQY29tcHV0ZXIgc2NpZW5jZQ%3D%3D,Representing Numbers and Letters with Binary Crash Course Computer Science 4,Template description,/Users/vasil.storchak/Dropbox/Projects/first_task_saasjet/DATASET_computer science/CAPTION_Representing Numbers and Letters with Binary Crash Course Computer Science 4.txt
/Users/vasil.storchak/Dropbox/Projects/first_task_saasjet/DATASET_computer science/100+ Computer Science Concepts Explained.mp4,/Users/vasil.storchak/Dropbox/Projects/first_task_saasjet/DATASET_computer science/IMAGES_100+ Computer Science Concepts Explained,-uleG_Vecis,https://www.youtube.com/watch?v=-uleG_Vecis&pp=ygUQY29tcHV0ZXIgc2NpZW5jZQ%3D%3D,100+ Computer Science Concepts Explained,Template description,/Users/vasil.storchak/Dropbox/Projects/first_task_saasjet/DATASET_computer science/CAPTION_100+ Computer Science Concepts Explained.txt
/Users/vasil.storchak/Dropbox/Projects/first_task_saasjet/DATASET_computer science/Early Computing Crash Course Computer Science 1.mp4,/Users/vasil.storchak/Dropbox/Projects/first_task_saasjet/DATASET_computer science/IMAGES_Early Computing Crash Course Computer Science 1,O5nskjZ_GoI,https://www.youtube.com/watch?v=O5nskjZ_GoI&pp=ygUQY29tcHV0ZXIgc2NpZW5jZQ%3D%3D,Early Computing Crash Course Computer Science 1,Template description,/Users/vasil.storchak/Dropbox/Projects/first_task_saasjet/DATASET_computer science/CAPTION_Early Computing Crash Course Computer Science 1.txt
